id,name,src,rgb
PE-452,Spruce,PE-452-Spruce.jpg,"(95, 124, 120)"
PE-453,Purple Pansy,PE-453-Purple-Pansy.jpg,"(116, 80, 144)"
PE-454,Mediterraneo,PE-454--Mediterraneo.jpg,"(62, 82, 93)"
PE-455,Royal Cobalt,PE-455--Royal-Cobalt.jpg,"(67, 74, 152)"
PE-456,Aurora Red,newPE-456-Aurora-Red.jpg,"(173, 66, 46)"
PE-457,Dried Carrot,PE-457-Dried-Carrot.jpg,"(220, 120, 68)"
PE-458,Toasty Walnut,PE-458-Toasty-Walnut.jpg,"(203, 154, 113)"
PE-459,Turmeric,PE-459-Turmeric.jpg,"(212, 154, 46)"
PE-460,Sienna Brick,PE-460-Sienna-Brick.jpg,"(173, 100, 68)"
PE-461,Tigerlily,PE-461-Tigerlily.jpg,"(222, 95, 60)"
PE-462,Pistachio Creme,PE-462-Pistachio-Creme.jpg,"(168, 200, 133)"
PE-463,Zambia Stone,PE-463-Zambia-Stone.jpg,"(56, 92, 88)"
PE-464,Warm Wave,PE-464-Warm-Wave.jpg,"(136, 184, 161)"
PE-465,Denim Blue,PE-465-Denim-Blue.jpg,"(83, 104, 125)"
PE-466,Hunter Fields,PE-466-Hunter-Fields.jpg,"(56, 70, 53)"
PE-467,Night Sea,PE-467-Night-Sea.jpg,"(48, 55, 73)"
PE-468,Dried Moss,PE-468-Dried-Moss.jpg,"(106, 97, 66)"
PE-469,Smooth Pebble,PE-469-Smooth-Pebble_new.jpg,"(112, 104, 91)"
PE-438,Coral Reef,PE-438-CoralReef-150px.jpg,"(240, 91, 87)"
PE-439,Raspberry Rose,PE-439-CRaspberryRose-150px.jpg,"(215, 48, 118)"
PE-470,Lavander Water,PE-470-Lavander-Water.jpg,"(218, 211, 219)"
PE-471,Sweet Macademia,PE-471-Sweet-Macademia.jpg,"(243, 215, 204)"
PE-472,Cinnamon,PE-472-Cinnamon.jpg,"(191, 128, 113)"
PE-473,Flamingo,PE-473-Flamingo.jpg,"(218, 70, 92)"
PE-474,Sweet Pink,PE-474-Sweet-Pink.jpg,"(223, 128, 160)"
PE-475,Very Berry,PE-475--Very-Berry.jpg,"(161, 58, 114)"
PE-476,Purple Wine,PE-476-Purple-Wine.jpg,"(97, 42, 84)"
PE-477,Aero Blue,PE-477-Aero-Blue.jpg,"(110, 145, 185)"
PE-478,Jade Cream,PE-478-Jade-Cream.jpg,"(106, 165, 119)"
PE-401,Verve Violet,PE-401-Verve-Violet.jpg,"(146, 74, 120)"
PE-400,Cabernet,PE-400-Cabernet.jpg,"(46, 23, 39)"
PE-437,London Red,PE-437-LondonRed-150px.jpg,"(215, 34, 39)"
PE-436,Creme de la Creme,PE-436-Creme-de-la-Creme.jpg,"(242, 231, 211)"
PE-520,Sweet Tangerine,PE-520-Sweet-Tangerine.jpg,"(244, 143, 37)"
PE550,Lava Rock,PE550-Lava-Rock-2.jpg,"(52, 51, 49)"
PE-404,Fuschia,PE-404_150px.jpg,"(239, 97, 157)"
PE-479,Gentle Feather,PE-479-Gentle-Feather.jpg,"(201, 193, 180)"
PE-480,Steel,PE-480-Steel.jpg,"(105, 100, 96)"
PE-481,Magnetism,PE-481-Magnetism.jpg,"(64, 64, 64)"
PE-482,Forest Night,PE-482-Forest-Night.jpg,"(60, 61, 47)"
PE-483,Aurus,PE-483-Aurus.jpg,"(155, 129, 52)"
PE-484,Lemon Tart,PE-484-Lemon-Tart.jpg,"(193, 155, 48)"
PE-485,Raw Gold,PE-485-Raw-Gold.jpg,"(163, 107, 48)"
PE-486,Vanilla Custard,PE-486-Vanilla-Custard.jpg,"(214, 192, 151)"
PE-487,Cotton Candy,PE-487-Cotton-Candy.jpg,"(237, 202, 200)"
PE-488,Blossomed,PE-488-Blossomed.jpg,"(217, 149, 136)"
PE-489,Miami Sunset,PE-489-Miami-Sunset.jpg,"(203, 116, 106)"
PE-490,Ruby,PE-490-Ruby.jpg,"(171, 36, 43)"
PE-493,Plum Preserve,PE-493-Plum-Preserve.jpg,"(83, 34, 56)"
PE-494,Dried Roses,PE-494-Dried-Roses.jpg,"(134, 69, 93)"
PE-495,Field of Lavender,PE-495-Field-of-Lavender.jpg,"(188, 169, 188)"
PE-496,Crystalline,PE-496-Crystalline.jpg,"(189, 209, 208)"
PE-497,Maldives,PE-497-Maldives.jpg,"(22, 137, 144)"
PE-498,Heart of The Ocean,PE-498-Heart-of-The-Ocean.jpg,"(39, 49, 74)"
PE-491,Candied Cherry,PE-491-Candied-Cherry.jpg,"(93, 30, 39)"
PE-492,Weathered Brick,PE-492-Weathered-Brick.jpg,"(127, 56, 72)"
PE-499,Deep Black - Double Dip Dyed,PE-499-Deep-Black_150px.jpg,"(5, 6, 8)"
PE-512,Apple Cider,PE-512-Apple-Cider.jpg,"(167, 86, 41)"
PE-500,Ocean Fog,PE-500-Ocean-Fog.jpg,"(150, 165, 160)"
PE-501,Northern Waters,PE-501-Northern-Waters.jpg,"(87, 101, 101)"
PE-502,Fresh Sage,PE-502-Fresh-Sage.jpg,"(150, 155, 123)"
PE-503,Eucalyptus,PE-503-Eucalyptus_150px.jpg,"(63, 87, 61)"
PE-504,Golden Bronze,PE-504-Golden-Bronze_150px.jpg,"(93, 77, 43)"
PE-505,Blushing,PE-505-Blushing.jpg,"(224, 175, 160)"
PE-510,Sweet Fig,PE-510-Sweet-Fig.jpg,"(169, 127, 139)"
PE-506,Sugar Plum,PE-506-Sugar-Plum_150px.jpg,"(194, 146, 161)"
PE-507,Potter’s Clay,PE-507-Potters-Clay.jpg,"(155, 136, 130)"
PE-508,Terracotta Tile,PE-508-Terracotta-Tile.jpg,"(184, 98, 71)"
PE-509,Georgia Peach,PE-509-Georgia-Peach.jpg,"(237, 185, 135)"
PE-513,Gingerbread,PE-513-Gingerbread.jpg,"(141, 90, 47)"
PE-514,Summer Sun,PE-514-Summer-Sun.jpg,"(239, 159, 48)"
PE-515,Olive Oil,PE-515-Olive-Oil.jpg,"(198, 177, 58)"
PE-516,Garden Fern,PE-516-Garden-Fern.jpg,"(100, 91, 48)"
PE-517,Evergreen,PE-517-Evergreen.jpg,"(31, 59, 60)"
PE-518,Swimming Pool,PE-518-Swimming-Pool.jpg,"(103, 139, 139)"
PE-519,Pacific,PE-519-Pacific.jpg,"(178, 194, 183)"
PE-522,Ethereal Pink,PE-522-Ethereal-Pink.jpg,"(246, 229, 222)"
PE-523,Latte,PE-523-Latte.jpg,"(214, 200, 173)"
PE-524,Vintage Walnut,PE-524-Vintage-Walnut.jpg,"(83, 67, 44)"
PE-525,English Toffee,PE-525-English-Toffee.jpg,"(114, 83, 52)"
PE-526,Secret Lagoon,PE-526-Secret-Lagoon.jpg,"(0, 111, 95)"
PE-527,Peacock,PE-527-Peacock.jpg,"(20, 85, 65)"
PE-528,Celestial,PE-528-Celestial.jpg,"(231, 230, 228)"
PE-529,Periwinkle,PE-529-Periwinkle.jpg,"(208, 216, 229)"
PE-530,Atmospheric,PE-530-Atmospheric.jpg,"(147, 159, 183)"
PE-531,Hydrangea,PE-531-Hydrangea.jpg,"(112, 121, 178)"
PE-532,Amethyst,PE-532-Amethyst.jpg,"(106, 97, 152)"
PE-533,Wisteria,PE-533-Wisteria.jpg,"(166, 145, 186)"
PE-534,Bewitched,PE-534-Bewitched.jpg,"(124, 92, 103)"
PE-521,Desert Dunes,PE-521-Desert-Dunes.jpg,"(147, 65, 51)"
PE-535,Rock Candy (Avl May 2022),PE-535-Rock-Candy.jpg,"(215, 136, 184)"
PE-536,Cactus Flower,PE-536-Cactus-Flower.jpg,"(242, 97, 128)"
PE-537,Undeniably Red,PE-537-Undeniably-Red.jpg,"(205, 30, 59)"
PE-538,Autumnal,PE-538-Autumnal.jpg,"(212, 90, 53)"
PE-539,Marmalade,PE-539-Marmalade.jpg,"(246, 142, 91)"
PE-540,Coconut Milk,PE-540-Coconut-Milk.jpg,"(240, 230, 218)"
PE-541,Sprout,PE-541-Sprout.jpg,"(211, 221, 196)"
PE-542,Asparagus,PE-542-Asparagus.jpg,"(135, 159, 107)"
PE-543,Fresh Aloe,PE-543-Fresh-Aloe.jpg,"(168, 197, 149)"
PE-544,Rosemary,PE-544-Rosemary.jpg,"(119, 136, 118)"
PE-545,Morning Frost,PE-545-Morning-Frost.jpg,"(153, 197, 196)"
PE-546,Vaporous,PE-546-Vaporous.jpg,"(197, 198, 200)"
PE-547,Nebula,PE-547-Nebula.jpg,"(172, 173, 175)"
PE-548,Galactic Grey,PE-548-Galactic-Grey.jpg,"(120, 120, 122)"
PE-549,Mushroom,PE-549-Mushroom.jpg,"(171, 158, 150)"
PE551,Teak,PE551-Teak.jpg,"(110, 70, 45)"
PE552,Pampas,PE552-Pampas.jpg,"(166, 134, 83)"
PE553,Pineapple,PE553-Pineapple.jpg,"(252, 182, 61)"
PE554,Parrot,PE554-Parrot.jpg,"(158, 161, 58)"
PE555,Meditation,PE555-Meditation.jpg,"(165, 190, 148)"
PE556,Balsam Fir,PE556-Balsam-Fir.jpg,"(79, 100, 93)"
PE557,Slate,PE557-Slate.jpg,"(65, 72, 80)"
PE558,Bougainvillea,PE558-Bougainvillea.jpg,"(151, 77, 112)"
PE559,Cosmos,PE559-Cosmos.jpg,"(212, 150, 187)"
PE560,Sedona,PE560-Sedona.jpg,"(183, 84, 87)"
PE561,Hibiscus,PE561-Hibiscus.jpg,"(226, 60, 72)"
